row_id,game_id,ply,orientation,pre_flaw_fen,push_move_uci,pv,san_line,motif,motif_name,depth,solver_color,eval_at_firing,label,rationale,board_url,analysis_url
0042,506758,56,allowed,2k4r/pp1n4/2p1p1q1/4b3/2Pp4/3P3P/PP1B1QB1/6KR w - - 2 29,d2f4,h8f8 f2g3 g6g3 f4g3 e5g3 h3h4 g3f2 g1f1 f2h4 f1g1 h4d8 g2h3,Rf8 Qg3 Qxg3 Bxg3 [Bxg3] h4 Bf2+ Kf1 Bxh4+ Kg1 Bd8 Bh3,12,x-ray,4,black,501,real,"Bxg3 is a clean x-ray recapture after the queen trade, +501cp.",https://lichess.org/analysis/standard/2k4r/pp1n4/2p1p1q1/4b3/2Pp4/3P3P/PP1B1QB1/6KR_w_-_-_2_29,https://flawchess.com/analysis?game_id=506758&ply=56
0043,765669,89,allowed,8/r5pk/P3r1bp/8/4p2P/R3Q1P1/5P1K/8 b - - 0 45,e6a6,e3a7 a6a7 a3a7 g6f5 h2g1 f5g4 g1f1 g4f3 f1e1 h7g6 e1d2 g6f6,Qxa7 Rxa7 [Rxa7] Bf5 Kg1 Bg4 Kf1 Bf3 Ke1 Kg6 Kd2 Kf6,12,x-ray,2,white,421,real,"Rxa7 is a clean x-ray recapture, +421cp.",https://lichess.org/analysis/standard/8/r5pk/P3r1bp/8/4p2P/R3Q1P1/5P1K/8_b_-_-_0_45,https://flawchess.com/analysis?game_id=765669&ply=89
0044,1944297,62,allowed,4r3/pkp4p/1pp5/8/3P4/2P5/PP2pR2/1K2R2r w - - 2 32,f2e2,h1e1 e2e1 e8e1 b1c2 h7h5 b2b4 h5h4 a2a4 h4h3 a4a5 h3h2 c2b2,Rxe1+ Rxe1 [Rxe1+] Kc2 h5 b4 h4 a4 h3 a5 h2 Kb2,12,x-ray,2,black,781,real,"Rxe1+ is a clean x-ray recapture with check, +781cp.",https://lichess.org/analysis/standard/4r3/pkp4p/1pp5/8/3P4/2P5/PP2pR2/1K2R2r_w_-_-_2_32,https://flawchess.com/analysis?game_id=1944297&ply=62
0045,2262936,33,allowed,2k1r2r/ppp2ppp/2n5/8/Q1Nq1b2/7P/PPK2PB1/R6R b - - 1 17,d4f2,c2b1 e8e1 a4d1 e1d1 h1d1 f2g2 c4d6 c7d6 a2a3 g2g6 b1a2 g6e6,Kb1 Re1+ Qd1 Rxd1+ [Rxd1] Qxg2 Nd6+ cxd6 a3 Qg6+ Ka2 Qe6+,12,x-ray,4,white,-1165,incidental,Solver losing badly (-1165cp) at the firing node.,https://lichess.org/analysis/standard/2k1r2r/ppp2ppp/2n5/8/Q1Nq1b2/7P/PPK2PB1/R6R_b_-_-_1_17,https://flawchess.com/analysis?game_id=2262936&ply=33
0046,1332637,36,allowed,1r1qr1k1/1pp2pp1/p4n1p/3PQ3/1b6/8/PP1B1PPP/RN2R1K1 w - - 4 19,e5d4,e8e1 d2e1 b4e1 b1a3 e1a5 a3c4 a5b4 c4e3 b4f8 h2h3 g7g6 d5d6,Rxe1+ Bxe1 [Bxe1] Na3 Ba5 Nc4 Bb4 Ne3 Bf8 h3 g6 d6,12,x-ray,2,black,487,real,"Bxe1 is a clean x-ray recapture, +487cp.",https://lichess.org/analysis/standard/1r1qr1k1/1pp2pp1/p4n1p/3PQ3/1b6/8/PP1B1PPP/RN2R1K1_w_-_-_4_19,https://flawchess.com/analysis?game_id=1332637&ply=36
0047,1514944,61,allowed,2b3rr/pp2q1k1/4P1p1/3p1pN1/3P1Q2/8/PPB5/3K2R1 b - - 0 31,e7f6,f4c7 g7f8 c7c8 f8g7 c8c7 g7f8 c7b8 f8g7 b8b7 g7f8 b7c8 f8g7,Qc7+ Kf8 [Qxc8+] Kg7 Qc7+ Kf8 Qb8+ Kg7 Qxb7+ Kf8 Qc8+ Kg7,13,interference,2,white,680,real,Solver is winning (680cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/2b3rr/pp2q1k1/4P1p1/3p1pN1/3P1Q2/8/PPB5/3K2R1_b_-_-_0_31,https://flawchess.com/analysis?game_id=1514944&ply=61
0048,2127354,48,allowed,r6k/1p3pR1/p2p3P/4r3/3Qb2q/3B4/PPP5/2KR4 w - - 0 25,d4d6,e5e6 d6d4 h4h6 d1d2 h6g7 d3e4 g7d4 d2d4 e6e7 e4d3 a8f8 d4f4,Re6 Qd4 [Qxh6+] Rd2 Qxg7 Bxe4 Qxd4 Rxd4 Re7 Bd3 Rf8 Rf4,13,interference,2,black,none,real,"Qxh6+ is directly followed by Qxg7 and Qxd4, a genuine attacking sequence winning material.",https://lichess.org/analysis/standard/r6k/1p3pR1/p2p3P/4r3/3Qb2q/3B4/PPP5/2KR4_w_-_-_0_25,https://flawchess.com/analysis?game_id=2127354&ply=48
0049,1995671,82,allowed,3r2k1/ppp3b1/6R1/8/2P1p1Q1/KP6/P4P2/2q5 w - - 2 42,a3b4,c1d2 b4b5 a7a6 g6a6 b7a6 b5a4 d2a2 a4b4 a6a5 b4c5 a2f2 c5b5,Qd2+ Kb5 a6+ Rxa6 bxa6+ Ka4 [Qxa2+] Kb4 a5+ Kc5 Qxf2+ Kb5,14,self-interference,6,black,M5,real,Forced mate in 5 for the solver despite the geometric label; a genuine winning attack.,https://lichess.org/analysis/standard/3r2k1/ppp3b1/6R1/8/2P1p1Q1/KP6/P4P2/2q5_w_-_-_2_42,https://flawchess.com/analysis?game_id=1995671&ply=82
0050,1588128,76,allowed,8/6pk/1P2p3/3b1p1p/2pB2qP/1rP3P1/5P2/2Q1R1K1 w - - 1 39,c1e3,g4h3 f2f3 h3g3 g1f1 g3h3 f1f2 b3b2 e1e2 b2b1 e3f4 d5f3 f4f5,Qh3 f3 [Qxg3+] Kf1 Qh3+ Kf2 Rb2+ Re2 Rb1 Qf4 Bxf3 Qxf5+,14,self-interference,2,black,735,real,"Strongly winning attacking sequence with checks, +735cp.",https://lichess.org/analysis/standard/8/6pk/1P2p3/3b1p1p/2pB2qP/1rP3P1/5P2/2Q1R1K1_w_-_-_1_39,https://flawchess.com/analysis?game_id=1588128&ply=76
0051,1918447,26,allowed,r3k1nr/ppp2ppp/4P3/8/8/5Q2/PPnB1PPP/1N1K3R w kq - 1 14,d1c2,e8c8 e6f7 g8f6 h1e1 h8f8 e1e7 f6d5 f3g4 c8b8 e7d7 g7g6 d7d8,O-O-O exf7 Nf6 Re1 [Rhf8] Re7 Nd5 Qg4+ Kb8 Rd7 g6 Rxd8+,15,clearance,4,black,-729,incidental,Solver losing (-729cp) at the firing node.,https://lichess.org/analysis/standard/r3k1nr/ppp2ppp/4P3/8/8/5Q2/PPnB1PPP/1N1K3R_w_kq_-_1_14,https://flawchess.com/analysis?game_id=1918447&ply=26
0052,1918447,26,missed,r3k1nr/ppp2ppp/4P3/8/8/5Q2/PP1B1PPP/nN1K3R b kq - 0 13,a1c2,f3f7 e8d8 f7d7,Qxf7+ Kd8 [Qd7#],8,mate,2,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r3k1nr/ppp2ppp/4P3/8/8/5Q2/PP1B1PPP/nN1K3R_b_kq_-_0_13,https://flawchess.com/analysis?game_id=1918447&ply=25
0053,2432726,30,allowed,rnb1k2r/pp3p2/3Qpq1B/6p1/P3p3/1NP5/1P3PP1/RN2KB1R w Qkq - 0 16,d6c5,b8d7 c5e3 h8h6 h1h6 f6h6 b1d2 f7f5 d2c4 b7b6 a4a5 c8b7 c4d6,Nd7 Qe3 Rxh6 Rxh6 Qxh6 N1d2 f5 Nc4 b6 a5 [Bb7] Nd6+,15,clearance,10,black,-493,incidental,Solver losing (-493cp) at the firing node.,https://lichess.org/analysis/standard/rnb1k2r/pp3p2/3Qpq1B/6p1/P3p3/1NP5/1P3PP1/RN2KB1R_w_Qkq_-_0_16,https://flawchess.com/analysis?game_id=2432726&ply=30
0054,657640,67,allowed,q4r1k/7p/1R2Q3/2P1Np2/1p1P4/r3P1P1/PK3P2/8 b - - 6 34,a3c3,e5f7 f8f7 e6e5 f7f6 b6b8 a8b8 e5b8 h8g7 b8b4 c3e3 f2e3 f6e6,Nf7+ Rxf7 [Qe5+] Rf6 Rb8+ Qxb8 Qxb8+ Kg7 Qxb4 Rxe3 fxe3 Re6,15,clearance,2,white,683,real,"Nf7+/Rxf7 clears the way for Qe5+, directly enabling Rb8+/Qxb8/Qxb8+ to win material; +683cp.",https://lichess.org/analysis/standard/q4r1k/7p/1R2Q3/2P1Np2/1p1P4/r3P1P1/PK3P2/8_b_-_-_6_34,https://flawchess.com/analysis?game_id=657640&ply=67
0055,699602,49,allowed,5r2/pp1q4/3p1kpn/3n1p1p/2Q2P2/3B3P/PP4P1/4RRK1 b - - 1 25,d7c6,c4d4 f6f7 d3c4 c6c4 d4c4 f7g7 c4d5 h6g8 e1e6 b7b5 d5d6 g8f6,Qd4+ Kf7 [Bc4] Qxc4 Qxc4 Kg7 Qxd5 Ng8 Re6 b5 Qxd6 Nf6,15,clearance,2,white,910,real,"The Bc4 clearing move is followed immediately by Qxc4/Qxd5, winning material at +910cp.",https://lichess.org/analysis/standard/5r2/pp1q4/3p1kpn/3n1p1p/2Q2P2/3B3P/PP4P1/4RRK1_b_-_-_1_25,https://flawchess.com/analysis?game_id=699602&ply=49
0056,1552106,26,allowed,2rq1rk1/pp3pp1/2nbpn1p/2pp2N1/3P3P/1PP1P3/P2NQPP1/R1B1K2R w KQ - 0 14,c1b2,c5d4 c3d4 c6b4 a1b1 c8c2 g5f3 d8c7 e1g1 b4a2 e2b5 a7a6 b5d3,cxd4 cxd4 Nb4 Rb1 [Rc2] Ngf3 Qc7 O-O Nxa2 Qb5 a6 Qd3,15,clearance,4,black,none,incidental,"Rc2 does not capture, check, or attack a hanging/higher-value piece next move — ordinary rook redeployment after a routine knight move, not a forcing tactic (eval unavailable).",https://lichess.org/analysis/standard/2rq1rk1/pp3pp1/2nbpn1p/2pp2N1/3P3P/1PP1P3/P2NQPP1/R1B1K2R_w_KQ_-_0_14,https://flawchess.com/analysis?game_id=1552106&ply=26
0057,1512550,39,allowed,4r1k1/pp4pp/4p3/3nPr2/2Bb3B/8/PP3PPP/4RRK1 b - - 1 20,f5e5,e1e5 d4e5 f1e1 e5f6 h4f6 d5f6 e1e6 e8e6 c4e6 g8f8 g1f1 f8e7,Rxe5 Bxe5 [Re1] Bf6 Bxf6 Nxf6 Rxe6 Rxe6 Bxe6+ Kf8 Kf1 Ke7,15,clearance,2,white,none,real,The rook's newly-opened e-file is exploited two moves later (Rxe6/Bxe6+) to win a pawn with check.,https://lichess.org/analysis/standard/4r1k1/pp4pp/4p3/3nPr2/2Bb3B/8/PP3PPP/4RRK1_b_-_-_1_20,https://flawchess.com/analysis?game_id=1512550&ply=39
0058,1898878,80,allowed,6r1/8/p2p1Qbk/2pP2R1/4Pp2/5P2/PP6/2K5 w - - 4 41,g5g6,g8g6 f6h8 h6g5 c1d2 g6h6 h8d8 g5h5 d2c3 h6g6 d8h8 g6h6 h8e8,Rxg6 Qh8+ Kg5 Kd2 [Rh6] Qd8+ Kh5 Kc3 Rg6 Qh8+ Rh6 Qe8+,15,clearance,4,black,-745,incidental,Solver losing (-745cp) at the firing node.,https://lichess.org/analysis/standard/6r1/8/p2p1Qbk/2pP2R1/4Pp2/5P2/PP6/2K5_w_-_-_4_41,https://flawchess.com/analysis?game_id=1898878&ply=80
0059,1831178,77,allowed,r2r4/5np1/p3p3/1p6/4kB2/4P1Pp/7P/K2R2N1 b - - 13 39,e4f5,d1f1 e6e5 e3e4 f5e6 f4c1 d8d7 g1h3 a8d8 a1b2 d8c8 b2b1 c8c4,Rf1 e5 e4+ Ke6 [Bc1] Rd7 Nxh3 Rad8 Kb2 Rc8 Kb1 Rc4,15,clearance,4,white,-505,incidental,Solver losing (-505cp) at the firing node.,https://lichess.org/analysis/standard/r2r4/5np1/p3p3/1p6/4kB2/4P1Pp/7P/K2R2N1_b_-_-_13_39,https://flawchess.com/analysis?game_id=1831178&ply=77
0060,1227657,77,missed,8/4k2p/6p1/B4p2/1rbbp3/8/4KP1P/3B4 w - - 2 39,e2e1,d4c3,[Bc3#],23,double-bishop-mate,0,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/8/4k2p/6p1/B4p2/1rbbp3/8/4KP1P/3B4_w_-_-_2_39,https://flawchess.com/analysis?game_id=1227657&ply=76
0061,705280,14,allowed,rnb1kb1r/pp1pppp1/8/q6p/4P1n1/2N1BN2/PPP1BPPP/R2QK2R w KQkq - 0 8,f3g5,g4e3 f2e3 a5g5 e1g1 e7e6 c3b5 b8a6 b5d6 f8d6 d1d6 f7f6 b2b4,Nxe3 fxe3 [Qxg5] O-O e6 Nb5 Na6 Nd6+ Bxd6 Qxd6 f6 b4,16,capturing-defender,2,black,316,real,Solver is winning (316cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/rnb1kb1r/pp1pppp1/8/q6p/4P1n1/2N1BN2/PPP1BPPP/R2QK2R_w_KQkq_-_0_8,https://flawchess.com/analysis?game_id=705280&ply=14
0062,2113426,50,allowed,4r1k1/1p3pbp/3p2p1/Np1Pp3/q2rn3/2Q4P/PP1B1PP1/R3R1K1 w - - 4 26,b2b3,e4c3 b3a4 d4d2 a4b5 e5e4 a5b7 c3b5 a1b1 b5c3 b1b3 g7d4 b3c3,Nxc3 bxa4 [Rxd2] axb5 e4 Nxb7 Nxb5 Rab1 Nc3 Rb3 Bd4 Rxc3,16,capturing-defender,2,black,460,real,Solver is winning (460cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/4r1k1/1p3pbp/3p2p1/Np1Pp3/q2rn3/2Q4P/PP1B1PP1/R3R1K1_w_-_-_4_26,https://flawchess.com/analysis?game_id=2113426&ply=50
0063,2042490,52,allowed,r1bq3k/2p2Q2/pp1p2pp/3P4/2P1R1Pn/1P3N2/P4PBP/6K1 w - - 1 27,e4e8,d8e8 f7e8 h8g7 f3h4 c8f5 h4f5 g6f5 e8a8 a6a5 g1f1 b6b5 c4b5,Qxe8 Qxe8+ [Kg7] Nxh4 Bf5 Nxf5+ gxf5 Qxa8 a5 Kf1 b5 cxb5,17,sacrifice,2,black,-910,incidental,"Solver (opponent) is losing (-910cp) at the firing node; this is the opponent's best defence shedding material while already lost, not an exploitable sacrifice.",https://lichess.org/analysis/standard/r1bq3k/2p2Q2/pp1p2pp/3P4/2P1R1Pn/1P3N2/P4PBP/6K1_w_-_-_1_27,https://flawchess.com/analysis?game_id=2042490&ply=52
0064,1060871,23,allowed,r1b1k2r/ppq2ppp/2pb1n2/4n3/3NPB2/1BN5/PPP3PP/R2Q1R1K b kq - 10 12,e8g8,d4b5 c6b5 c3b5 c7a5 b5d6 c8g4 d1d4 e5c6 d4d3 g4h5 a1e1 h5g6,Ndb5 cxb5 [Nxb5] Qa5 Nxd6 Bg4 Qd4 Nc6 Qd3 Bh5 Rae1 Bg6,17,sacrifice,2,white,264,real,Down a knight for a pawn (Ndb5/cxb5/Nxb5) yet the position is +264cp for the sacrificing side — genuine attacking compensation.,https://lichess.org/analysis/standard/r1b1k2r/ppq2ppp/2pb1n2/4n3/3NPB2/1BN5/PPP3PP/R2Q1R1K_b_kq_-_10_12,https://flawchess.com/analysis?game_id=1060871&ply=23
0065,1994354,40,allowed,r4rk1/bpp2p2/p1np1Q2/6N1/2B1b2P/P7/5PP1/3R1RK1 w - - 1 21,c4d3,a7d4 f6h6 f8e8 d3e4 d4g7 h6h5 e8e7 e4d5 c6d8 g1h1 c7c6 d5f3,Bd4 Qh6 Rfe8 Bxe4 [Bg7] Qh5 Re7 Bd5 Nd8 Kh1 c6 Bf3,17,sacrifice,4,black,-910,incidental,Solver losing badly (-910cp) at the firing node; the material given up buys no real compensation.,https://lichess.org/analysis/standard/r4rk1/bpp2p2/p1np1Q2/6N1/2B1b2P/P7/5PP1/3R1RK1_w_-_-_1_21,https://flawchess.com/analysis?game_id=1994354&ply=40
0066,1942351,78,allowed,4rk2/p2r3R/5pp1/8/4p3/1Q1P3P/PP3KP1/8 w - - 4 40,h7h8,f8e7 b3b4 e7d8 b4b8 d8e7 h8e8 e7f7 e8f8 f7e6 b8e8 e6d6 e8e4,Ke7 Qb4+ Kd8 Qb8+ Ke7 Rxe8+ [Kf7] Rf8+ Ke6 Qe8+ Kd6 Qxe4,17,sacrifice,6,black,-M8,incidental,"Solver is getting mated (-M8) at the firing node; the sacrifice is forced desperation, not a real choice.",https://lichess.org/analysis/standard/4rk2/p2r3R/5pp1/8/4p3/1Q1P3P/PP3KP1/8_w_-_-_4_40,https://flawchess.com/analysis?game_id=1942351&ply=78
0067,1074916,78,allowed,2r5/2r2p2/2q5/3k3p/3P4/2P3QP/PP6/K3R1R1 w - - 7 40,e1e5,d5d6 g3f4 c7e7 g1e1 d6c7 e5e7 c7b6 f4f7 c8c7 e7c7 c6c7 f7c7,Kd6 Qf4 Re7 Rge1 Kc7 Rxe7+ [Kb6] Qxf7 Rc7 Rxc7 Qxc7 Qxc7+,17,sacrifice,6,black,-6133,incidental,"Solver is catastrophically losing (-6133cp, ~61 pawns) at the firing node.",https://lichess.org/analysis/standard/2r5/2r2p2/2q5/3k3p/3P4/2P3QP/PP6/K3R1R1_w_-_-_7_40,https://flawchess.com/analysis?game_id=1074916&ply=78
0068,608191,55,allowed,6k1/p4p1p/1p2pp2/6q1/3r4/5P2/P4P1P/5R1K b - - 2 28,d4f4,f1e1 g8g7 e1e3 g7h6 e3e4 f4f3 e4e3 f3f2 e3h3 h6g7 h3g3 g5g3,Re1 Kg7 Re3 Kh6 Re4 Rxf3 Re3 Rxf2 [Rh3+] Kg7 Rg3 Qxg3,17,sacrifice,8,white,-M12,incidental,Solver is getting mated (-M12) at the firing node; not a real tactical choice.,https://lichess.org/analysis/standard/6k1/p4p1p/1p2pp2/6q1/3r4/5P2/P4P1P/5R1K_b_-_-_2_28,https://flawchess.com/analysis?game_id=608191&ply=55
0069,2426356,60,allowed,7r/4B3/5p2/p3p1pp/2Br1k1P/1P1PN1R1/P1P2K2/8 w - - 0 31,h4g5,e5e4 e7f6 a5a4 f6d4 h8d8 e3g2 f4f5 g2h4 f5f4 d4e3 f4e5 b3a4,e4 Bxf6 a4 Bxd4 [Rd8] Ng2+ Kf5 Nh4+ Kf4 Be3+ Ke5 bxa4,17,sacrifice,4,black,-1335,incidental,Solver losing badly (-1335cp) at the firing node.,https://lichess.org/analysis/standard/7r/4B3/5p2/p3p1pp/2Br1k1P/1P1PN1R1/P1P2K2/8_w_-_-_0_31,https://flawchess.com/analysis?game_id=2426356&ply=60
0070,1898217,33,allowed,r4rk1/ppq1bppp/4pn2/8/2B5/P1N2b2/1PQB1PRP/6RK b - - 3 17,c7c4,d2g5 a8d8 h2h3 f3g2 h1g2 c4c6 g2h2 e7d6 f2f4 g8h8,Bg5 Rad8 h3 Bxg2+ [Kxg2] Qc6+ Kh2 Bd6+ f4 Kh8,17,sacrifice,4,white,-714,incidental,Solver losing (-714cp) at the firing node.,https://lichess.org/analysis/standard/r4rk1/ppq1bppp/4pn2/8/2B5/P1N2b2/1PQB1PRP/6RK_b_-_-_3_17,https://flawchess.com/analysis?game_id=1898217&ply=33
0071,1650406,59,missed,3r2k1/N4ppp/p2K4/3Rp3/6P1/5P1N/1Pq4P/8 w - - 3 30,d6e5,f7f6 e5f4 d8d5 f4g3 c2c7 f3f4 c7a7 g4g5 a7e3 g3g4 f6f5 g4h4,f6+ Kf4 [Rxd5] Kg3 Qc7+ f4 Qxa7 g5 Qe3+ Kg4 f5+ Kh4,9,deflection,2,black,M8,real,"Forced mate (M8) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/3r2k1/N4ppp/p2K4/3Rp3/6P1/5P1N/1Pq4P/8_w_-_-_3_30,https://flawchess.com/analysis?game_id=1650406&ply=58
0072,2244349,36,missed,r4rk1/p1q2pp1/bp2p1p1/2p1P3/3Pp1QB/2P1P2R/PP4PP/R5K1 b - - 1 18,a6d3,h4f6 c7e5 d4e5 d3e2 g4g5 e2h5 h3h5 g7f6 g5h6 g6h5 e5f6 b6b5,Bf6 Qxe5 dxe5 Be2 Qg5 Bh5 Rxh5 gxf6 Qh6 gxh5 [exf6] b5,11,intermezzo,10,white,M2,real,Deep forced mate (M2) for the mover — clearly a genuine missed resource.,https://lichess.org/analysis/standard/r4rk1/p1q2pp1/bp2p1p1/2p1P3/3Pp1QB/2P1P2R/PP4PP/R5K1_b_-_-_1_18,https://flawchess.com/analysis?game_id=2244349&ply=35
0073,2439727,46,missed,rn4q1/pppk4/5QP1/3p2p1/3P2r1/2N5/PPP2P1P/4RR1K b - - 9 23,g8d8,f6e6,[Qe6#],24,dovetail-mate,0,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/rn4q1/pppk4/5QP1/3p2p1/3P2r1/2N5/PPP2P1P/4RR1K_b_-_-_9_23,https://flawchess.com/analysis?game_id=2439727&ply=45
0074,1552408,52,missed,6k1/p3b1pp/1p1PP3/2r1p3/P6N/8/5PPP/3R2K1 b - - 0 26,e7h4,g2g3 h4f6 d6d7 f6d8 e6e7 d8e7 d7d8r e7d8 d1d8 g8f7 d8d7 f7g6,g3 Bf6 d7 Bd8 e7 Bxe7 [d8=R+] Bxd8 Rxd8+ Kf7 Rd7+ Kg6,29,under-promotion,6,white,none,real,"The under-promotion to rook (avoiding a queen loss) is followed by a recapture with check, maintaining the initiative.",https://lichess.org/analysis/standard/6k1/p3b1pp/1p1PP3/2r1p3/P6N/8/5PPP/3R2K1_b_-_-_0_26,https://flawchess.com/analysis?game_id=1552408&ply=51
0075,1979545,57,missed,6k1/1p6/p6p/8/2P1n2p/1P5P/P2r2P1/6K1 w - - 0 29,c4c5,d2d1 g1h2 e4g3 c5c6 d1h1,Rd1+ Kh2 Ng3 c6 [Rh1#],20,hook-mate,4,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/6k1/1p6/p6p/8/2P1n2p/1P5P/P2r2P1/6K1_w_-_-_0_29,https://flawchess.com/analysis?game_id=1979545&ply=56
0076,1901228,72,missed,8/k1r5/8/1R1B2p1/3Np3/4P1P1/P4P1P/6K1 b - - 4 36,g5g4,d4c6 a7a6 b5b1 c7b7 c6b8 b7b8 b1b8 a6a5 d5e4 a5a4 e4c2 a4a5,Nc6+ Ka6 Rb1 Rb7 Nb8+ Rxb8 [Rxb8] Ka5 Bxe4 Ka4 Bc2+ Ka5,12,x-ray,6,white,M11,real,Forced mate in 11 via the x-ray recapture Rxb8.,https://lichess.org/analysis/standard/8/k1r5/8/1R1B2p1/3Np3/4P1P1/P4P1P/6K1_b_-_-_4_36,https://flawchess.com/analysis?game_id=1901228&ply=71
0077,2410038,38,missed,r1bQ3k/ppp2r2/1n2nNpB/4p1P1/8/PP4P1/2P2P2/R3K2R b KQ - 0 19,e6d8,h6f8 c8h3 h1h3 f7h7 h3h7,Bf8+ Bh3 Rxh3+ Rh7 [Rxh7#],21,arabian-mate,4,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r1bQ3k/ppp2r2/1n2nNpB/4p1P1/8/PP4P1/2P2P2/R3K2R_b_KQ_-_0_19,https://flawchess.com/analysis?game_id=2410038&ply=37
0078,575020,34,missed,r2qk2r/pb1n1pp1/1p2Nn1p/8/3P4/B7/P1B2PPP/R2QR1K1 b kq - 0 17,f7e6,c2g6,[Bg6#],22,boden-mate,0,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r2qk2r/pb1n1pp1/1p2Nn1p/8/3P4/B7/P1B2PPP/R2QR1K1_b_kq_-_0_17,https://flawchess.com/analysis?game_id=575020&ply=33
0079,1457841,38,missed,2r2rk1/ppp2pp1/3p4/2bNp1p1/2B1P2P/3P1P2/PP3PK1/7R b - - 0 19,g5h4,d5e7 g8h7 h1h4,Ne7+ Kh7 [Rxh4#],19,anastasia-mate,2,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/2r2rk1/ppp2pp1/3p4/2bNp1p1/2B1P2P/3P1P2/PP3PK1/7R_b_-_-_0_19,https://flawchess.com/analysis?game_id=1457841&ply=37
0080,2185965,37,allowed,k2r3r/ppQ2pp1/2n5/1N1p1B1p/6n1/6Bq/PPP2P2/R3R1K1 b - - 2 19,h5h4,c7b8 c6b8 b5c7,Qb8+ Nxb8 [Nc7#],18,smothered-mate,2,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/k2r3r/ppQ2pp1/2n5/1N1p1B1p/6n1/6Bq/PPP2P2/R3R1K1_b_-_-_2_19,https://flawchess.com/analysis?game_id=2185965&ply=37
0081,1636841,32,allowed,r4rk1/p1p2ppb/2p4p/2qp3Q/4n3/1BP5/PBP3PP/R3R2K w - - 4 17,h5g4,e4f2 h1g1 f2h3 g1h1 c5g1 e1g1 h3f2,Nf2+ Kg1 Nh3+ Kh1 Qg1+ Rxg1 [Nf2#],18,smothered-mate,6,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r4rk1/p1p2ppb/2p4p/2qp3Q/4n3/1BP5/PBP3PP/R3R2K_w_-_-_4_17,https://flawchess.com/analysis?game_id=1636841&ply=32
0082,1906253,36,allowed,2k2r1r/pp1qp2Q/2np4/6P1/3P1n2/2P5/PP1N2PP/R1B2RK1 w - - 3 19,h7c2,f4e2 g1h1 h8h2 h1h2 f8h8 c2h7 h8h7,Ne2+ Kh1 Rxh2+ Kxh2 Rh8+ Qh7 [Rxh7#],19,anastasia-mate,6,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/2k2r1r/pp1qp2Q/2np4/6P1/3P1n2/2P5/PP1N2PP/R1B2RK1_w_-_-_3_19,https://flawchess.com/analysis?game_id=1906253&ply=36
0083,2107281,50,allowed,7r/p1bq1ppk/1p4p1/2p1P3/3p1P2/1P1PnQPP/PB5K/R5R1 w - - 5 26,b2c1,d7h3 h2h3 h7g8 f3h5 h8h5,Qxh3+ Kxh3 Kg8+ Qh5 [Rxh5#],19,anastasia-mate,4,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/7r/p1bq1ppk/1p4p1/2p1P3/3p1P2/1P1PnQPP/PB5K/R5R1_w_-_-_5_26,https://flawchess.com/analysis?game_id=2107281&ply=50
0084,2145022,69,allowed,8/R6p/1p3ppk/8/4N1BP/8/P1r2PP1/6K1 b - - 2 35,f6f5,e4g5 c2c1 g1h2 c1h1 h2h1 f5g4 a7h7,Ng5 Rc1+ Kh2 Rh1+ Kxh1 fxg4 [Rxh7#],20,hook-mate,6,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/8/R6p/1p3ppk/8/4N1BP/8/P1r2PP1/6K1_b_-_-_2_35,https://flawchess.com/analysis?game_id=2145022&ply=69
